facility_id,unplanned_score_edac_30_ami,unplanned_score_edac_30_hf,unplanned_score_edac_30_pn,unplanned_score_hybrid_hwr,unplanned_score_op_32,unplanned_score_op_35_adm,unplanned_score_op_35_ed,unplanned_score_op_36,unplanned_score_readm_30_ami,unplanned_score_readm_30_cabg,unplanned_score_readm_30_copd,unplanned_score_readm_30_hf,unplanned_score_readm_30_hip_knee,unplanned_score_readm_30_pn,unplanned_flag_edac_30_ami,unplanned_flag_edac_30_hf,unplanned_flag_edac_30_pn,unplanned_flag_hybrid_hwr,unplanned_flag_op_32,unplanned_flag_op_35_adm,unplanned_flag_op_35_ed,unplanned_flag_op_36,unplanned_flag_readm_30_ami,unplanned_flag_readm_30_cabg,unplanned_flag_readm_30_copd,unplanned_flag_readm_30_hf,unplanned_flag_readm_30_hip_knee,unplanned_flag_readm_30_pn
051310,,-2.4,-24.8,14.5,12.4,,,1.1,,,,19.5,4.3,14.9,number of cases too small,average days per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,number of cases too small,,number of cases too small,no different than the national rate,no different than the national rate,no different than the national rate
051311,,,8.1,14.9,12.8,,,,,,,,,16.0,number of cases too small,number of cases too small,average days per 100 discharges,no different than the national rate,no different than the national rate,,,,number of cases too small,,number of cases too small,number of cases too small,,no different than the national rate
051312,,,,15.3,,,,,,,,,,,,number of cases too small,number of cases too small,no different than the national rate,,,,number of cases too small,,,number of cases too small,number of cases too small,,number of cases too small
051314,,,5.9,14.8,,,,,,,18.3,,,16.3,number of cases too small,number of cases too small,average days per 100 discharges,no different than the national rate,,,,,number of cases too small,,no different than the national rate,number of cases too small,,no different than the national rate
051315,,,,14.5,13.0,,,,,,,,,,number of cases too small,number of cases too small,number of cases too small,no different than the national rate,no different than the national rate,,,,number of cases too small,,number of cases too small,number of cases too small,,number of cases too small
051316,,0.3,-25.6,15.4,13.1,,,1.1,,,17.3,19.3,4.6,14.7,number of cases too small,average days per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
051317,,-5.5,12.9,14.7,14.4,,,1.0,,,17.5,19.1,,16.1,number of cases too small,average days per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,,no different than the national rate
051318,,-51.4,-26.1,14.4,13.0,9.8,4.8,1.0,,,17.7,18.5,,14.8,,fewer days than average per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,,,no different than the national rate,no different than the national rate,,no different than the national rate
051319,,-52.4,-36.2,14.7,12.5,,,1.2,,,,18.7,,15.3,number of cases too small,fewer days than average per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,number of cases too small,,number of cases too small,no different than the national rate,number of cases too small,no different than the national rate
051320,,8.3,9.9,14.5,13.2,,,1.0,,,17.7,20.1,,15.7,number of cases too small,average days per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
051321,,3.7,30.1,15.1,,,,,,,,19.5,,16.9,number of cases too small,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,,number of cases too small,number of cases too small,number of cases too small,number of cases too small,,number of cases too small,no different than the national rate,number of cases too small,no different than the national rate
051323,,,,15.0,,,,,,,,,,,number of cases too small,number of cases too small,number of cases too small,no different than the national rate,,,,,number of cases too small,,number of cases too small,number of cases too small,,number of cases too small
051324,,-41.1,87.2,15.0,,10.4,6.4,,,,,18.9,,16.5,number of cases too small,fewer days than average per 100 discharges,more days than average per 100 discharges,no different than the national rate,number of cases too small,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,,number of cases too small,no different than the national rate,number of cases too small,no different than the national rate
051325,,-5.8,10.4,14.5,13.1,10.5,7.7,1.0,,,,19.5,,15.8,number of cases too small,average days per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,number of cases too small,,number of cases too small,no different than the national rate,,no different than the national rate
051326,,64.0,9.1,15.1,,,,,,,,20.7,,16.5,number of cases too small,more days than average per 100 discharges,average days per 100 discharges,no different than the national rate,,number of cases too small,number of cases too small,,number of cases too small,,number of cases too small,no different than the national rate,,no different than the national rate
051328,,-40.5,23.9,14.9,,10.5,5.8,1.1,,,,18.7,4.5,16.3,,fewer days than average per 100 discharges,more days than average per 100 discharges,no different than the national rate,,no different than the national rate,no different than the national rate,no different than expected,,,number of cases too small,no different than the national rate,no different than the national rate,no different than the national rate
051329,,3.9,-31.9,13.8,13.2,,,0.9,,,17.9,19.4,,14.5,number of cases too small,average days per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
051330,,,-32.9,15.0,,,,,,,17.9,,,15.3,,number of cases too small,fewer days than average per 100 discharges,no different than the national rate,,number of cases too small,number of cases too small,,,,no different than the national rate,number of cases too small,,no different than the national rate
051331,,,-20.0,15.4,12.8,,,,,,,,,15.7,,number of cases too small,average days per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,,,,number of cases too small,number of cases too small,,no different than the national rate
051332,,29.2,1.7,15.2,13.1,10.3,6.1,1.1,,,17.6,19.5,,16.3,number of cases too small,more days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
051333,,,,,12.2,,,1.1,,,,,,,,,,,no different than the national rate,number of cases too small,number of cases too small,no different than expected,,,,,,
051334,,,,15.0,,,,,,,,,,,,number of cases too small,number of cases too small,no different than the national rate,,number of cases too small,number of cases too small,,,,number of cases too small,number of cases too small,number of cases too small,number of cases too small
051336,,,,15.1,,,,,,,,,,,number of cases too small,number of cases too small,number of cases too small,no different than the national rate,,,,,number of cases too small,,number of cases too small,number of cases too small,,number of cases too small
051337,,,,,12.8,,,1.0,,,,,,,,,,,no different than the national rate,number of cases too small,number of cases too small,no different than expected,,,,,,
060001,-21.6,-22.9,8.9,14.6,13.2,10.0,6.6,0.9,12.7,10.3,17.8,18.5,4.3,16.2,fewer days than average per 100 discharges,fewer days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
