facility_id,hcahps_pct_h_clean_hsp_a_p,hcahps_pct_h_clean_hsp_sn_p,hcahps_pct_h_clean_hsp_u_p,hcahps_pct_h_comp_1_a_p,hcahps_pct_h_comp_1_sn_p,hcahps_pct_h_comp_1_u_p,hcahps_pct_h_comp_2_a_p,hcahps_pct_h_comp_2_sn_p,hcahps_pct_h_comp_2_u_p,hcahps_pct_h_comp_5_a_p,hcahps_pct_h_comp_5_sn_p,hcahps_pct_h_comp_5_u_p,hcahps_pct_h_comp_6_n_p,hcahps_pct_h_comp_6_y_p,hcahps_pct_h_disch_help_n_p,hcahps_pct_h_disch_help_y_p,hcahps_pct_h_doctor_explain_a_p,hcahps_pct_h_doctor_explain_sn_p,hcahps_pct_h_doctor_explain_u_p,hcahps_pct_h_doctor_listen_a_p,hcahps_pct_h_doctor_listen_sn_p,hcahps_pct_h_doctor_listen_u_p,hcahps_pct_h_doctor_respect_a_p,hcahps_pct_h_doctor_respect_sn_p,hcahps_pct_h_doctor_respect_u_p,hcahps_pct_h_hsp_rating_0_6,hcahps_pct_h_hsp_rating_7_8,hcahps_pct_h_hsp_rating_9_10,hcahps_pct_h_med_for_a_p,hcahps_pct_h_med_for_sn_p,hcahps_pct_h_med_for_u_p,hcahps_pct_h_nurse_explain_a_p,hcahps_pct_h_nurse_explain_sn_p,hcahps_pct_h_nurse_explain_u_p,hcahps_pct_h_nurse_listen_a_p,hcahps_pct_h_nurse_listen_sn_p,hcahps_pct_h_nurse_listen_u_p,hcahps_pct_h_nurse_respect_a_p,hcahps_pct_h_nurse_respect_sn_p,hcahps_pct_h_nurse_respect_u_p,hcahps_pct_h_quiet_hsp_a_p,hcahps_pct_h_quiet_hsp_sn_p,hcahps_pct_h_quiet_hsp_u_p,hcahps_pct_h_recmnd_dn,hcahps_pct_h_recmnd_dy,hcahps_pct_h_recmnd_py,hcahps_pct_h_side_effects_a_p,hcahps_pct_h_side_effects_sn_p,hcahps_pct_h_side_effects_u_p,hcahps_pct_h_symptoms_n_p,hcahps_pct_h_symptoms_y_p,hcahps_linear_h_clean_linear_score,hcahps_linear_h_comp_1_linear_score,hcahps_linear_h_comp_2_linear_score,hcahps_linear_h_comp_5_linear_score,hcahps_linear_h_comp_6_linear_score,hcahps_linear_h_hsp_rating_linear_score,hcahps_linear_h_quiet_linear_score,hcahps_linear_h_recmnd_linear_score,hcahps_stars_h_clean_star_rating,hcahps_stars_h_comp_1_star_rating,hcahps_stars_h_comp_2_star_rating,hcahps_stars_h_comp_5_star_rating,hcahps_stars_h_comp_6_star_rating,hcahps_stars_h_hsp_rating_star_rating,hcahps_stars_h_quiet_star_rating,hcahps_stars_h_recmnd_star_rating,hcahps_stars_h_star_rating
010108,67.0,13.0,20.0,78.0,2.0,20.0,78.0,5.0,17.0,63.0,19.0,18.0,12.0,88.0,16.0,84.0,72.0,6.0,22.0,75.0,5.0,20.0,85.0,4.0,11.0,6.0,19.0,75.0,74.0,13.0,13.0,75.0,4.0,21.0,76.0,2.0,22.0,85.0,1.0,14.0,59.0,7.0,34.0,4.0,69.0,27.0,51.0,25.0,24.0,9.0,91.0,83.0,93.0,90.0,79.0,87.0,90.0,84.0,88.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0
010112,69.0,10.0,21.0,74.0,8.0,18.0,81.0,4.0,15.0,49.0,22.0,29.0,18.0,82.0,19.0,81.0,77.0,6.0,17.0,81.0,4.0,15.0,86.0,3.0,11.0,15.0,21.0,64.0,60.0,8.0,32.0,73.0,7.0,20.0,74.0,11.0,15.0,77.0,6.0,17.0,63.0,6.0,31.0,10.0,63.0,27.0,38.0,36.0,26.0,18.0,82.0,86.0,89.0,93.0,72.0,81.0,85.0,85.0,83.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0
010113,65.0,13.0,22.0,75.0,7.0,18.0,78.0,6.0,16.0,61.0,24.0,15.0,15.0,85.0,18.0,82.0,74.0,7.0,19.0,76.0,7.0,17.0,84.0,4.0,12.0,11.0,24.0,65.0,75.0,13.0,12.0,71.0,8.0,21.0,73.0,7.0,20.0,82.0,5.0,13.0,56.0,13.0,31.0,8.0,65.0,27.0,47.0,35.0,18.0,11.0,89.0,83.0,89.0,90.0,74.0,85.0,86.0,80.0,84.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
010114,66.0,13.0,21.0,71.0,8.0,21.0,80.0,4.0,16.0,57.0,24.0,19.0,20.0,80.0,20.0,80.0,75.0,6.0,19.0,78.0,5.0,17.0,86.0,2.0,12.0,11.0,22.0,67.0,71.0,12.0,17.0,69.0,9.0,22.0,69.0,9.0,22.0,76.0,5.0,19.0,68.0,6.0,26.0,9.0,63.0,28.0,43.0,36.0,21.0,20.0,80.0,83.0,88.0,92.0,73.0,80.0,86.0,87.0,84.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0
010118,69.0,12.0,19.0,72.0,11.0,17.0,75.0,8.0,17.0,56.0,28.0,16.0,22.0,78.0,25.0,75.0,74.0,10.0,16.0,73.0,9.0,18.0,80.0,6.0,14.0,19.0,32.0,49.0,69.0,15.0,16.0,69.0,10.0,21.0,69.0,12.0,19.0,78.0,9.0,13.0,64.0,9.0,27.0,16.0,43.0,41.0,42.0,42.0,16.0,20.0,80.0,85.0,86.0,89.0,71.0,78.0,79.0,85.0,73.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0
010120,77.0,9.0,14.0,82.0,2.0,16.0,85.0,3.0,12.0,60.0,24.0,16.0,12.0,88.0,15.0,85.0,81.0,2.0,17.0,85.0,6.0,9.0,88.0,2.0,10.0,7.0,24.0,69.0,73.0,8.0,19.0,76.0,5.0,19.0,84.0,1.0,15.0,88.0,1.0,11.0,77.0,2.0,21.0,8.0,66.0,26.0,48.0,39.0,13.0,8.0,92.0,,,,,,,,,,,,,,,,,
010125,82.0,2.0,16.0,83.0,3.0,14.0,82.0,5.0,13.0,57.0,25.0,18.0,12.0,88.0,9.0,91.0,81.0,7.0,12.0,78.0,6.0,16.0,86.0,4.0,10.0,8.0,20.0,72.0,69.0,12.0,19.0,80.0,4.0,16.0,82.0,3.0,15.0,88.0,2.0,10.0,76.0,5.0,19.0,5.0,70.0,25.0,45.0,38.0,17.0,14.0,86.0,,,,,,,,,,,,,,,,,
010126,71.0,10.0,19.0,82.0,2.0,16.0,82.0,5.0,13.0,60.0,20.0,20.0,14.0,86.0,15.0,85.0,78.0,6.0,16.0,82.0,4.0,14.0,87.0,5.0,8.0,4.0,20.0,76.0,72.0,7.0,21.0,75.0,4.0,21.0,79.0,3.0,18.0,90.0,1.0,9.0,71.0,5.0,24.0,5.0,74.0,21.0,47.0,33.0,20.0,14.0,86.0,86.0,94.0,92.0,78.0,86.0,91.0,90.0,90.0,3.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0
010128,94.0,2.0,4.0,79.0,11.0,10.0,77.0,11.0,12.0,77.0,16.0,7.0,15.0,85.0,,,,,,,,,,,,11.0,9.0,80.0,,,,,,,,,,,,,80.0,2.0,18.0,8.0,76.0,16.0,,,,,,,,,,,,,,,,,,,,,,
010129,87.0,2.0,11.0,86.0,2.0,12.0,87.0,2.0,11.0,72.0,13.0,15.0,10.0,90.0,12.0,88.0,83.0,2.0,15.0,84.0,3.0,13.0,93.0,2.0,5.0,2.0,17.0,81.0,81.0,7.0,12.0,78.0,2.0,20.0,85.0,2.0,13.0,94.0,1.0,5.0,71.0,4.0,25.0,3.0,78.0,19.0,63.0,20.0,17.0,8.0,92.0,95.0,94.0,95.0,84.0,89.0,93.0,89.0,91.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0
010130,70.0,12.0,18.0,81.0,3.0,16.0,76.0,6.0,18.0,60.0,22.0,18.0,11.0,89.0,11.0,89.0,69.0,10.0,21.0,75.0,6.0,19.0,84.0,3.0,13.0,6.0,18.0,76.0,73.0,8.0,19.0,76.0,5.0,19.0,81.0,4.0,15.0,87.0,2.0,11.0,62.0,6.0,32.0,4.0,72.0,24.0,46.0,35.0,19.0,10.0,90.0,85.0,93.0,90.0,74.0,89.0,90.0,84.0,89.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0
010131,62.0,15.0,23.0,75.0,6.0,19.0,75.0,7.0,18.0,55.0,28.0,17.0,20.0,80.0,20.0,80.0,71.0,8.0,21.0,74.0,8.0,18.0,81.0,5.0,14.0,13.0,25.0,62.0,70.0,15.0,15.0,72.0,7.0,21.0,71.0,7.0,22.0,82.0,5.0,13.0,63.0,9.0,28.0,10.0,67.0,23.0,40.0,42.0,18.0,19.0,81.0,80.0,89.0,89.0,70.0,80.0,84.0,84.0,84.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0
010139,62.0,16.0,22.0,71.0,9.0,20.0,79.0,5.0,16.0,51.0,28.0,21.0,17.0,83.0,19.0,81.0,74.0,7.0,19.0,79.0,5.0,16.0,86.0,4.0,10.0,17.0,25.0,58.0,67.0,15.0,18.0,66.0,10.0,24.0,68.0,10.0,22.0,78.0,7.0,15.0,55.0,11.0,34.0,15.0,57.0,28.0,35.0,41.0,24.0,15.0,85.0,80.0,87.0,91.0,69.0,82.0,81.0,81.0,78.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0
010144,54.0,22.0,24.0,71.0,7.0,22.0,77.0,5.0,18.0,53.0,23.0,24.0,12.0,88.0,14.0,86.0,72.0,6.0,22.0,75.0,5.0,20.0,83.0,4.0,13.0,9.0,23.0,68.0,68.0,12.0,20.0,67.0,9.0,24.0,68.0,8.0,24.0,76.0,5.0,19.0,59.0,8.0,33.0,6.0,70.0,24.0,39.0,34.0,27.0,11.0,89.0,75.0,88.0,90.0,74.0,87.0,88.0,84.0,88.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0
010148,73.0,10.0,17.0,81.0,2.0,17.0,91.0,0.0,9.0,63.0,14.0,23.0,12.0,88.0,17.0,83.0,86.0,0.0,14.0,90.0,1.0,9.0,97.0,0.0,3.0,4.0,24.0,72.0,82.0,4.0,14.0,74.0,5.0,21.0,83.0,3.0,14.0,86.0,1.0,13.0,72.0,3.0,25.0,5.0,71.0,24.0,44.0,24.0,32.0,7.0,93.0,88.0,94.0,97.0,83.0,88.0,91.0,91.0,89.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0
010149,70.0,11.0,19.0,77.0,4.0,19.0,78.0,4.0,18.0,61.0,18.0,21.0,11.0,89.0,12.0,88.0,74.0,5.0,21.0,77.0,5.0,18.0,84.0,3.0,13.0,4.0,20.0,76.0,74.0,10.0,16.0,73.0,4.0,23.0,75.0,5.0,20.0,84.0,2.0,14.0,63.0,7.0,30.0,3.0,77.0,20.0,49.0,25.0,26.0,9.0,91.0,85.0,92.0,91.0,80.0,89.0,91.0,85.0,91.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0
01014F,70.0,10.0,20.0,80.0,5.0,15.0,83.0,3.0,14.0,71.0,15.0,14.0,13.0,87.0,12.0,88.0,78.0,5.0,17.0,81.0,5.0,14.0,87.0,3.0,10.0,7.0,14.0,79.0,78.0,8.0,14.0,76.0,6.0,18.0,79.0,5.0,16.0,86.0,3.0,11.0,60.0,10.0,30.0,3.0,69.0,28.0,57.0,24.0,19.0,14.0,86.0,86.0,92.0,93.0,83.0,86.0,90.0,82.0,88.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0
010150,74.0,11.0,15.0,79.0,5.0,16.0,78.0,2.0,20.0,59.0,11.0,30.0,18.0,82.0,23.0,77.0,74.0,4.0,22.0,72.0,2.0,26.0,88.0,0.0,12.0,9.0,34.0,57.0,74.0,4.0,22.0,67.0,6.0,27.0,85.0,5.0,10.0,84.0,4.0,12.0,61.0,5.0,34.0,3.0,47.0,50.0,44.0,18.0,38.0,14.0,86.0,,,,,,,,,,,,,,,,,
010157,84.0,3.0,13.0,90.0,4.0,6.0,87.0,1.0,12.0,81.0,13.0,6.0,10.0,90.0,,,,,,,,,,,,3.0,7.0,90.0,,,,,,,,,,,,,84.0,3.0,13.0,0.0,90.0,10.0,,,,,,,,,,,,,,,,,,,,,,
010158,73.0,6.0,21.0,69.0,12.0,19.0,79.0,4.0,17.0,73.0,15.0,12.0,17.0,83.0,16.0,84.0,77.0,3.0,20.0,77.0,5.0,18.0,82.0,5.0,13.0,15.0,18.0,67.0,76.0,15.0,9.0,68.0,10.0,22.0,62.0,16.0,22.0,76.0,8.0,16.0,56.0,7.0,37.0,11.0,62.0,27.0,71.0,16.0,13.0,19.0,81.0,,,,,,,,,,,,,,,,,
010164,70.0,12.0,18.0,75.0,6.0,19.0,82.0,4.0,14.0,57.0,21.0,22.0,13.0,87.0,16.0,84.0,79.0,5.0,16.0,80.0,5.0,15.0,88.0,3.0,9.0,10.0,20.0,70.0,72.0,12.0,16.0,73.0,7.0,20.0,71.0,9.0,20.0,82.0,3.0,15.0,70.0,5.0,25.0,8.0,66.0,26.0,42.0,30.0,28.0,10.0,90.0,85.0,90.0,92.0,76.0,87.0,88.0,89.0,85.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,3.0
010168,76.0,8.0,16.0,86.0,4.0,10.0,84.0,3.0,13.0,70.0,17.0,13.0,14.0,86.0,18.0,82.0,81.0,4.0,15.0,83.0,3.0,14.0,89.0,2.0,9.0,5.0,8.0,87.0,83.0,8.0,9.0,82.0,4.0,14.0,84.0,4.0,12.0,91.0,3.0,6.0,80.0,2.0,18.0,3.0,88.0,9.0,56.0,25.0,19.0,10.0,90.0,89.0,94.0,93.0,81.0,85.0,94.0,93.0,95.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0
010169,79.0,10.0,11.0,82.0,3.0,15.0,86.0,3.0,11.0,71.0,12.0,17.0,12.0,88.0,10.0,90.0,84.0,2.0,14.0,84.0,4.0,12.0,91.0,2.0,7.0,6.0,20.0,74.0,80.0,5.0,15.0,82.0,2.0,16.0,81.0,3.0,16.0,84.0,4.0,12.0,80.0,2.0,18.0,7.0,65.0,28.0,62.0,19.0,19.0,14.0,86.0,,,,,,,,,,,,,,,,,
010173,54.0,10.0,36.0,92.0,1.0,7.0,88.0,2.0,10.0,74.0,7.0,19.0,1.0,99.0,,,,,,,,,,,,0.0,4.0,96.0,,,,,,,,,,,,,79.0,0.0,21.0,0.0,98.0,2.0,,,,,,,,,,,,,,,,,,,,,,
01019F,72.0,12.0,16.0,80.0,13.0,7.0,83.0,7.0,10.0,59.0,25.0,16.0,17.0,83.0,22.0,78.0,81.0,6.0,13.0,80.0,8.0,12.0,87.0,7.0,6.0,11.0,13.0,76.0,70.0,20.0,10.0,74.0,13.0,13.0,76.0,12.0,12.0,83.0,11.0,6.0,65.0,14.0,21.0,13.0,66.0,21.0,48.0,32.0,20.0,13.0,87.0,86.0,88.0,91.0,71.0,81.0,88.0,82.0,83.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0
011300,87.0,3.0,10.0,86.0,1.0,13.0,81.0,9.0,10.0,55.0,22.0,23.0,6.0,94.0,,,,,,,,,,,,0.0,8.0,92.0,,,,,,,,,,,,,69.0,0.0,31.0,0.0,93.0,7.0,,,,,,,,,,,,,,,,,,,,,,
011302,96.0,0.0,4.0,93.0,1.0,6.0,94.0,3.0,3.0,66.0,13.0,21.0,8.0,92.0,10.0,90.0,94.0,4.0,2.0,92.0,3.0,5.0,94.0,1.0,5.0,5.0,20.0,75.0,81.0,2.0,17.0,96.0,1.0,3.0,86.0,2.0,12.0,94.0,2.0,4.0,72.0,0.0,28.0,4.0,84.0,12.0,48.0,25.0,27.0,7.0,93.0,,,,,,,,,,,,,,,,,
011304,84.0,11.0,5.0,93.0,2.0,5.0,96.0,0.0,4.0,87.0,5.0,8.0,13.0,87.0,,,,,,,,,,,,1.0,25.0,74.0,,,,,,,,,,,,,83.0,8.0,9.0,0.0,76.0,24.0,,,,,,,,,,,,,,,,,,,,,,
011306,92.0,4.0,4.0,92.0,2.0,6.0,93.0,4.0,3.0,76.0,14.0,10.0,12.0,88.0,,,,,,,,,,,,4.0,15.0,81.0,,,,,,,,,,,,,93.0,2.0,5.0,3.0,88.0,9.0,,,,,,,,,,,,,,,,,,,,,,
020001,75.0,8.0,17.0,78.0,3.0,19.0,77.0,5.0,18.0,58.0,20.0,22.0,10.0,90.0,11.0,89.0,70.0,5.0,25.0,77.0,5.0,18.0,85.0,4.0,11.0,7.0,19.0,74.0,73.0,9.0,18.0,74.0,4.0,22.0,74.0,3.0,23.0,87.0,2.0,11.0,49.0,14.0,37.0,2.0,77.0,21.0,43.0,30.0,27.0,10.0,90.0,89.0,92.0,91.0,77.0,89.0,89.0,77.0,91.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,4.0
020006,73.0,7.0,20.0,81.0,3.0,16.0,79.0,4.0,17.0,62.0,18.0,20.0,10.0,90.0,13.0,87.0,73.0,5.0,22.0,77.0,4.0,19.0,87.0,3.0,10.0,4.0,26.0,70.0,74.0,8.0,18.0,76.0,3.0,21.0,77.0,4.0,19.0,90.0,2.0,8.0,61.0,6.0,33.0,3.0,70.0,27.0,50.0,28.0,22.0,7.0,93.0,88.0,93.0,91.0,79.0,90.0,89.0,84.0,89.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0
020008,76.0,5.0,19.0,84.0,2.0,14.0,85.0,2.0,13.0,73.0,14.0,13.0,12.0,88.0,13.0,87.0,82.0,2.0,16.0,85.0,2.0,13.0,89.0,2.0,9.0,4.0,15.0,81.0,82.0,6.0,12.0,82.0,3.0,15.0,78.0,2.0,20.0,92.0,2.0,6.0,70.0,6.0,24.0,1.0,77.0,22.0,63.0,21.0,16.0,12.0,88.0,90.0,94.0,94.0,84.0,86.0,92.0,88.0,92.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0
020012,72.0,6.0,22.0,77.0,5.0,18.0,76.0,6.0,18.0,56.0,24.0,20.0,13.0,87.0,14.0,86.0,72.0,8.0,20.0,73.0,7.0,20.0,84.0,4.0,12.0,8.0,25.0,67.0,70.0,14.0,16.0,73.0,7.0,20.0,71.0,4.0,25.0,85.0,3.0,12.0,50.0,11.0,39.0,5.0,67.0,28.0,41.0,35.0,24.0,12.0,88.0,88.0,90.0,90.0,73.0,87.0,88.0,79.0,87.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0
020017,69.0,9.0,22.0,77.0,4.0,19.0,77.0,6.0,17.0,57.0,21.0,22.0,14.0,86.0,15.0,85.0,72.0,6.0,22.0,75.0,6.0,19.0,84.0,4.0,12.0,9.0,24.0,67.0,71.0,11.0,18.0,73.0,4.0,23.0,75.0,5.0,20.0,84.0,3.0,13.0,61.0,10.0,29.0,6.0,69.0,25.0,43.0,31.0,26.0,13.0,87.0,86.0,91.0,90.0,76.0,86.0,87.0,83.0,87.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0
020018,60.0,13.0,27.0,76.0,6.0,18.0,78.0,5.0,17.0,56.0,26.0,18.0,19.0,81.0,19.0,81.0,76.0,5.0,19.0,74.0,6.0,20.0,83.0,4.0,13.0,7.0,30.0,63.0,60.0,24.0,16.0,72.0,7.0,21.0,71.0,8.0,21.0,84.0,3.0,13.0,61.0,9.0,30.0,5.0,66.0,29.0,52.0,27.0,21.0,20.0,80.0,81.0,90.0,91.0,77.0,79.0,87.0,85.0,88.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0
020024,74.0,7.0,19.0,79.0,4.0,17.0,78.0,5.0,17.0,60.0,19.0,21.0,11.0,89.0,13.0,87.0,72.0,5.0,23.0,77.0,5.0,18.0,84.0,4.0,12.0,7.0,20.0,73.0,73.0,11.0,16.0,75.0,5.0,20.0,75.0,4.0,21.0,88.0,3.0,9.0,59.0,7.0,34.0,4.0,77.0,19.0,47.0,27.0,26.0,10.0,90.0,88.0,91.0,91.0,77.0,88.0,89.0,84.0,91.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0
020026,68.0,10.0,22.0,74.0,4.0,22.0,72.0,5.0,23.0,65.0,14.0,21.0,15.0,85.0,15.0,85.0,67.0,8.0,25.0,70.0,6.0,24.0,80.0,3.0,17.0,10.0,27.0,63.0,78.0,6.0,16.0,72.0,4.0,24.0,67.0,5.0,28.0,82.0,3.0,15.0,47.0,16.0,37.0,4.0,63.0,33.0,52.0,22.0,26.0,15.0,85.0,86.0,90.0,89.0,82.0,84.0,86.0,75.0,86.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0
02013F,65.0,15.0,20.0,87.0,0.0,13.0,84.0,3.0,13.0,68.0,13.0,19.0,11.0,89.0,14.0,86.0,83.0,3.0,14.0,81.0,5.0,14.0,88.0,2.0,10.0,1.0,23.0,76.0,77.0,6.0,17.0,85.0,2.0,13.0,79.0,1.0,20.0,92.0,1.0,7.0,59.0,5.0,36.0,3.0,79.0,18.0,55.0,22.0,23.0,8.0,92.0,82.0,95.0,94.0,83.0,88.0,92.0,84.0,92.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
02014F,81.0,5.0,14.0,78.0,7.0,15.0,83.0,5.0,12.0,65.0,13.0,22.0,10.0,90.0,13.0,87.0,80.0,8.0,12.0,80.0,6.0,14.0,84.0,3.0,13.0,7.0,13.0,80.0,70.0,10.0,20.0,75.0,6.0,19.0,73.0,8.0,19.0,85.0,6.0,9.0,74.0,8.0,18.0,7.0,79.0,14.0,60.0,18.0,22.0,7.0,93.0,,,,,,,,,,,,,,,,,
021306,79.0,6.0,15.0,88.0,1.0,11.0,86.0,2.0,12.0,70.0,12.0,18.0,7.0,93.0,8.0,92.0,80.0,5.0,15.0,86.0,1.0,13.0,91.0,0.0,9.0,5.0,18.0,77.0,82.0,2.0,16.0,84.0,3.0,13.0,85.0,1.0,14.0,95.0,1.0,4.0,64.0,10.0,26.0,5.0,76.0,19.0,58.0,22.0,20.0,5.0,95.0,,,,,,,,,,,,,,,,,
021311,80.0,6.0,14.0,82.0,3.0,15.0,83.0,5.0,12.0,64.0,17.0,19.0,18.0,82.0,17.0,83.0,76.0,6.0,18.0,84.0,5.0,11.0,89.0,4.0,7.0,5.0,23.0,72.0,78.0,9.0,13.0,78.0,5.0,17.0,78.0,1.0,21.0,91.0,2.0,7.0,68.0,3.0,29.0,5.0,74.0,21.0,50.0,26.0,24.0,18.0,82.0,91.0,93.0,92.0,80.0,82.0,90.0,88.0,89.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0
021313,93.0,3.0,4.0,90.0,0.0,10.0,89.0,2.0,9.0,74.0,6.0,20.0,9.0,91.0,9.0,91.0,85.0,2.0,13.0,89.0,2.0,9.0,93.0,2.0,5.0,1.0,12.0,87.0,86.0,0.0,14.0,89.0,0.0,11.0,86.0,1.0,13.0,96.0,0.0,4.0,60.0,3.0,37.0,2.0,86.0,12.0,62.0,14.0,24.0,10.0,90.0,97.0,97.0,96.0,88.0,90.0,95.0,86.0,94.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0
030002,66.0,12.0,22.0,76.0,5.0,19.0,76.0,6.0,18.0,55.0,22.0,23.0,17.0,83.0,17.0,83.0,72.0,6.0,22.0,74.0,7.0,19.0,81.0,5.0,14.0,8.0,23.0,69.0,69.0,12.0,19.0,72.0,6.0,22.0,72.0,5.0,23.0,83.0,3.0,14.0,52.0,12.0,36.0,5.0,70.0,25.0,42.0,32.0,26.0,17.0,83.0,84.0,91.0,89.0,75.0,83.0,88.0,79.0,88.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0
030006,59.0,16.0,25.0,74.0,5.0,21.0,72.0,7.0,21.0,56.0,25.0,19.0,16.0,84.0,19.0,81.0,66.0,9.0,25.0,69.0,8.0,23.0,80.0,5.0,15.0,11.0,25.0,64.0,71.0,11.0,18.0,70.0,7.0,23.0,70.0,6.0,24.0,82.0,3.0,15.0,39.0,22.0,39.0,6.0,71.0,23.0,40.0,39.0,21.0,13.0,87.0,80.0,89.0,88.0,72.0,83.0,86.0,70.0,87.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0
030007,74.0,6.0,20.0,77.0,4.0,19.0,75.0,6.0,19.0,56.0,22.0,22.0,14.0,86.0,16.0,84.0,69.0,8.0,23.0,73.0,7.0,20.0,84.0,3.0,13.0,9.0,28.0,63.0,71.0,9.0,20.0,72.0,5.0,23.0,75.0,5.0,20.0,85.0,2.0,13.0,56.0,11.0,33.0,7.0,59.0,34.0,41.0,35.0,24.0,12.0,88.0,89.0,91.0,89.0,75.0,85.0,86.0,81.0,83.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0
030010,63.0,16.0,21.0,70.0,9.0,21.0,70.0,10.0,20.0,52.0,30.0,18.0,20.0,80.0,23.0,77.0,63.0,12.0,25.0,69.0,11.0,20.0,77.0,7.0,16.0,18.0,27.0,55.0,65.0,16.0,19.0,65.0,12.0,23.0,66.0,10.0,24.0,78.0,6.0,16.0,45.0,18.0,37.0,15.0,51.0,34.0,39.0,44.0,17.0,16.0,84.0,81.0,86.0,86.0,68.0,80.0,80.0,74.0,77.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0
030011,59.0,19.0,22.0,66.0,10.0,24.0,68.0,11.0,21.0,48.0,32.0,20.0,21.0,79.0,24.0,76.0,63.0,13.0,24.0,65.0,12.0,23.0,75.0,7.0,18.0,21.0,26.0,53.0,61.0,17.0,22.0,62.0,12.0,26.0,61.0,12.0,27.0,75.0,8.0,17.0,46.0,21.0,33.0,18.0,50.0,32.0,34.0,47.0,19.0,19.0,81.0,78.0,85.0,85.0,66.0,78.0,79.0,73.0,75.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
030012,68.0,10.0,22.0,79.0,4.0,17.0,71.0,8.0,21.0,59.0,23.0,18.0,16.0,84.0,20.0,80.0,64.0,10.0,26.0,68.0,9.0,23.0,80.0,6.0,14.0,11.0,24.0,65.0,72.0,12.0,16.0,75.0,5.0,20.0,75.0,4.0,21.0,89.0,2.0,9.0,45.0,16.0,39.0,8.0,64.0,28.0,45.0,34.0,21.0,11.0,89.0,85.0,92.0,87.0,75.0,84.0,86.0,75.0,84.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0
030013,76.0,7.0,17.0,76.0,5.0,19.0,74.0,7.0,19.0,58.0,23.0,19.0,18.0,82.0,19.0,81.0,69.0,8.0,23.0,72.0,8.0,20.0,82.0,4.0,14.0,10.0,27.0,63.0,72.0,12.0,16.0,71.0,7.0,22.0,72.0,5.0,23.0,84.0,3.0,13.0,55.0,10.0,35.0,7.0,64.0,29.0,43.0,34.0,23.0,17.0,83.0,89.0,90.0,88.0,74.0,82.0,86.0,81.0,84.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0
030014,68.0,13.0,19.0,76.0,6.0,18.0,75.0,6.0,19.0,58.0,22.0,20.0,12.0,88.0,12.0,88.0,69.0,7.0,24.0,73.0,7.0,20.0,82.0,5.0,13.0,10.0,21.0,69.0,72.0,9.0,19.0,73.0,6.0,21.0,72.0,6.0,22.0,84.0,4.0,12.0,47.0,16.0,37.0,6.0,70.0,24.0,44.0,34.0,22.0,11.0,89.0,84.0,90.0,89.0,75.0,88.0,87.0,76.0,87.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0
